City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR)
Riyadh,South,Al-Ha’ir,apartment,126,2,4,2,Yes,7,Yes,Sale,145543.08
Riyadh,East,Granada (Ghernata),apartment,168,1,3,1,Yes,8,Yes,Sale,684049.92
Riyadh,South,Al-Khalidiyah,apartment,114,1,3,2,Yes,1,Yes,Sale,107926.13
Riyadh,East,Al-Ruwad,apartment,89,4,2,5,Yes,7,No,Sale,282004.18
Riyadh,West,Al-Mousa,apartment,158,3,1,4,Yes,9,Yes,Sale,396680.98
Riyadh,South,Al-Shifa,apartment,199,3,3,3,Yes,2,No,Sale,253933.77
Riyadh,South,Al-Khalidiyah,apartment,136,4,1,5,Yes,1,No,Sale,138052.65
Riyadh,East,Al-Munsiyah,apartment,207,3,2,2,No,9,No,Sale,841097.62
Riyadh,North,Al-Rabi,apartment,112,2,3,1,Yes,10,No,Sale,1142913.27
Riyadh,East,Ishbiliyah,apartment,250,1,4,5,No,1,Yes,Sale,972080.85
Riyadh,East,Al-Quds,apartment,130,4,2,3,Yes,5,No,Sale,435967.45
Riyadh,West,Al-Badiyah,apartment,122,1,2,2,Yes,6,Yes,Sale,374926.91
Riyadh,East,Al-Munsiyah,apartment,122,3,4,5,No,3,Yes,Sale,385741.53
Riyadh,North,Al-Malqa,apartment,166,3,3,2,Yes,7,Yes,Sale,1964435.87
Riyadh,North,Al-Yasmeen,apartment,206,2,4,3,Yes,1,No,Sale,1739520.99
Riyadh,South,Al-Fawaz,apartment,193,1,1,4,Yes,3,No,Sale,275215.4
Riyadh,East,Al-Khaleej,apartment,261,3,1,5,Yes,2,Yes,Sale,796138.83
Riyadh,West,Dhahret Laban,apartment,157,1,2,5,No,5,No,Sale,545056.42
Riyadh,North,Al-Rabi,apartment,111,2,4,1,No,3,Yes,Sale,1218137.48
Riyadh,South,Al-Marwah,apartment,95,1,2,3,Yes,1,No,Sale,77112.35
Riyadh,South,Al-Aziziyah,apartment,265,4,2,1,Yes,7,Yes,Sale,385330.19
Riyadh,South,Al-Difa,apartment,132,2,2,5,No,8,Yes,Sale,144820.25
Riyadh,West,Namar,apartment,225,4,1,2,Yes,7,Yes,Sale,459496.01
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,228,1,2,5,No,10,Yes,Sale,2260910.63
Riyadh,North,Hittin,apartment,156,4,2,1,No,6,No,Sale,1618702.75
Riyadh,South,Al-Shaalan,apartment,266,2,4,5,No,4,No,Sale,310974.87
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,188,4,1,4,No,2,No,Sale,602694.87
Riyadh,West,Namar,apartment,172,3,2,2,No,8,Yes,Sale,553547.98
Riyadh,East,Ishbiliyah,apartment,264,3,3,4,Yes,3,Yes,Sale,1275681.49
Riyadh,West,Dhahret Laban,apartment,167,1,4,3,No,7,No,Sale,646648.84
Riyadh,Central,Al-Sulaimaniya,apartment,249,3,2,2,Yes,8,Yes,Sale,393572.54
Riyadh,South,Al-Difa,apartment,109,1,1,1,No,6,No,Sale,120919.92
Riyadh,North,Al-Rabi,apartment,238,4,4,1,No,9,Yes,Sale,2825259.52
Riyadh,East,Al-Ruwad,apartment,269,4,2,4,No,4,Yes,Sale,1268945.73
Riyadh,Central,Al-Dhobat,apartment,97,2,2,1,Yes,4,Yes,Sale,176386.56
Riyadh,Central,Al-Murabba,apartment,107,4,3,5,No,1,Yes,Sale,195728.74
Riyadh,West,Al-Suwaidi,apartment,278,2,4,3,No,3,Yes,Sale,591607.0
Riyadh,North,Al-Rabi,apartment,265,1,1,4,No,1,Yes,Sale,2605805.3
Riyadh,West,Al-Oraija,apartment,186,2,1,2,Yes,7,No,Sale,573990.19
Riyadh,East,Al-Shuhada,apartment,140,4,3,2,Yes,1,No,Sale,445379.63
Riyadh,Central,Al-Jaradiyah,apartment,178,3,2,5,No,2,No,Sale,292607.07
Riyadh,North,Al-Aqiq,apartment,181,4,2,3,No,9,No,Sale,1559108.66
Riyadh,South,Al-Fawaz,apartment,96,1,2,5,No,1,No,Sale,133042.36
Riyadh,Central,Al-Yamamah,apartment,229,4,2,5,Yes,9,Yes,Sale,235553.5
Riyadh,East,Ishbiliyah,apartment,108,1,4,4,Yes,5,No,Sale,342405.56
Riyadh,South,Al-Dar Al-Baida,apartment,180,3,4,4,No,6,Yes,Sale,219247.65
Riyadh,South,Al-Shifa,apartment,168,2,4,2,Yes,6,No,Sale,162876.68
Riyadh,Central,Al-Dhobat,apartment,115,2,4,4,No,6,No,Sale,201304.23
Riyadh,East,Al-Shuhada,apartment,170,4,2,4,No,4,No,Sale,745902.45
Riyadh,South,Al-Ha’ir,apartment,120,3,3,5,Yes,5,Yes,Sale,132546.02
Riyadh,Central,Al-Olaya,apartment,240,3,4,4,Yes,2,No,Sale,328639.19
Riyadh,South,Al-Khalidiyah,apartment,102,4,4,4,Yes,5,Yes,Sale,119643.54
Riyadh,West,Al-Oraija,apartment,155,4,3,4,Yes,5,Yes,Sale,422525.52
Riyadh,West,Al-Huda,apartment,238,3,2,1,No,7,Yes,Sale,918814.94
Riyadh,East,Al-Hamra,apartment,174,2,4,1,Yes,3,Yes,Sale,781315.22
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,189,1,2,5,Yes,5,Yes,Sale,610456.85
Riyadh,North,Al-Yasmeen,apartment,209,3,1,3,Yes,7,Yes,Sale,1469886.27
Riyadh,East,Al-Khaleej,apartment,192,4,3,3,No,3,No,Sale,696950.6
Riyadh,South,Al-Shifa,apartment,229,3,1,5,No,6,Yes,Sale,323414.79
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,107,3,4,1,No,5,Yes,Sale,298013.48
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,137,2,1,3,No,9,Yes,Sale,350296.06
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,139,2,3,1,Yes,2,No,Sale,364773.9
Riyadh,Central,Al-Batha,apartment,154,2,3,1,No,4,No,Sale,207952.39
Riyadh,Central,Al-Murqab,apartment,142,1,1,2,Yes,8,Yes,Sale,162177.66
Riyadh,East,Al-Ruwad,apartment,273,2,1,1,Yes,2,Yes,Sale,1013420.91
Riyadh,Central,Al-Olaya,apartment,108,3,3,5,No,3,Yes,Sale,179893.86
Riyadh,North,Al-Malqa,apartment,102,1,1,1,Yes,7,No,Sale,945248.14
Riyadh,South,Al-Mansourah,apartment,180,3,2,4,No,4,Yes,Sale,266178.71
Riyadh,West,Al-Huda,apartment,188,4,4,5,Yes,10,Yes,Sale,702721.5
Riyadh,West,Sultanah,apartment,127,3,1,4,Yes,8,No,Sale,365951.61
Riyadh,North,Al-Aarid,apartment,148,3,3,5,No,10,Yes,Sale,1464492.48
Riyadh,North,Al-Falah,apartment,173,4,3,3,Yes,10,No,Sale,1349833.2
Riyadh,West,Al-Suwaidi,apartment,149,2,4,4,Yes,4,No,Sale,389486.67
Riyadh,West,Al-Huda,apartment,145,2,2,3,No,2,No,Sale,347323.56
Riyadh,East,Al-Rimal,apartment,129,1,1,1,Yes,10,Yes,Sale,556856.72
Riyadh,East,Al-Rawdah,apartment,139,3,3,3,No,1,Yes,Sale,556158.2
Riyadh,East,Al-Jazirah,apartment,224,1,2,2,No,9,No,Sale,842044.21
Riyadh,South,Al-Difa,apartment,109,4,4,5,No,4,Yes,Sale,104033.73
Riyadh,West,Al-Badiyah,apartment,194,4,3,4,No,6,Yes,Sale,456068.65
Riyadh,East,Al-Rimal,apartment,220,1,3,4,No,5,No,Sale,1008970.55
Riyadh,East,Al-Nahda,apartment,112,4,2,5,No,4,Yes,Sale,374359.42
Riyadh,West,Tuwaiq,apartment,148,1,2,5,No,8,Yes,Sale,506480.01
Riyadh,North,Al-Qirawan,apartment,133,3,2,3,Yes,3,Yes,Sale,1049642.9
Riyadh,West,Al-Suwaidi,apartment,102,1,4,4,Yes,6,No,Sale,260672.84
Riyadh,North,Al-Ghadeer,apartment,188,1,1,5,Yes,4,Yes,Sale,2227735.48
Riyadh,South,Al-Difa,apartment,283,1,1,4,No,6,No,Sale,316508.28
Riyadh,East,Ishbiliyah,apartment,90,2,1,3,Yes,1,Yes,Sale,347969.48
Riyadh,West,Al-Huda,apartment,100,3,2,4,No,3,No,Sale,318260.55
Riyadh,Central,Al-Batha,apartment,231,2,2,5,No,8,Yes,Sale,314306.97
Riyadh,West,Al-Oraija,apartment,173,2,1,3,No,5,Yes,Sale,494030.73
Riyadh,Central,Al-Maather,apartment,219,3,2,1,No,2,No,Sale,242606.7
Riyadh,East,Al-Yarmouk,apartment,116,1,3,5,Yes,3,No,Sale,418787.84
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,189,1,4,5,Yes,9,No,Sale,643439.6
Riyadh,West,Namar,apartment,161,1,3,5,Yes,3,No,Sale,375940.76
Riyadh,Central,Al-Malaz,apartment,193,1,2,5,No,7,No,Sale,358253.75
Riyadh,South,Al-Difa,apartment,157,1,1,1,Yes,1,Yes,Sale,148182.55
Riyadh,West,Al-Oraija,apartment,280,1,3,2,Yes,8,Yes,Sale,1105944.15
Riyadh,Central,Al-Batha,apartment,173,4,1,1,Yes,6,Yes,Sale,279175.36
Riyadh,West,Al-Oraija,apartment,98,1,3,5,No,9,Yes,Sale,368283.59
Riyadh,East,Al-Rawdah,apartment,97,2,1,4,Yes,8,Yes,Sale,406382.3
Riyadh,South,Al-Shaalan,apartment,221,3,2,4,No,10,Yes,Sale,217872.37
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,193,2,3,4,No,7,Yes,Sale,608277.54
Riyadh,South,Al-Difa,apartment,102,2,3,5,No,3,No,Sale,108257.78
Riyadh,North,Al-Sahafa,apartment,227,1,2,4,No,6,No,Sale,2485471.93
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,97,4,4,3,Yes,6,Yes,Sale,398291.75
Riyadh,North,Al-Nakheel,apartment,207,4,4,5,No,8,No,Sale,1863305.58
Riyadh,West,Tuwaiq,apartment,143,1,1,2,Yes,3,Yes,Sale,424071.13
Riyadh,Central,Al-Fakheriyah,apartment,209,2,3,3,No,6,No,Sale,226034.15
Riyadh,North,Al-Sahafa,apartment,218,4,4,5,Yes,3,No,Sale,1938684.38
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,236,4,1,5,Yes,2,Yes,Sale,974242.6
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,91,3,2,3,No,2,Yes,Sale,201702.4
Riyadh,East,Al-Munsiyah,apartment,207,4,3,4,No,6,Yes,Sale,995373.62
Riyadh,West,Namar,apartment,107,1,3,3,Yes,4,Yes,Sale,396936.46
Riyadh,West,Shubra,apartment,234,3,4,3,No,7,No,Sale,840999.14
Riyadh,East,Al-Quds,apartment,108,1,4,4,No,1,No,Sale,434276.98
Riyadh,South,Al-Dar Al-Baida,apartment,254,1,1,3,No,5,No,Sale,354063.26
Riyadh,East,Granada (Ghernata),apartment,99,1,3,5,Yes,10,Yes,Sale,470935.41
Riyadh,West,Sultanah,apartment,151,2,3,5,No,8,Yes,Sale,522490.42
Riyadh,West,Al-Suwaidi,apartment,150,4,2,2,No,9,No,Sale,588998.58
Riyadh,East,Ishbiliyah,apartment,94,3,4,4,No,6,Yes,Sale,434606.72
Riyadh,South,Al-Dar Al-Baida,apartment,148,2,2,4,Yes,8,Yes,Sale,150363.75
Riyadh,East,Al-Manar,apartment,274,4,1,3,Yes,4,No,Sale,1176486.19
Riyadh,Central,Al-Batha,apartment,142,1,4,3,Yes,2,Yes,Sale,194680.1
Riyadh,Central,Al-Murabba,apartment,139,4,4,4,No,1,No,Sale,217848.6
Riyadh,Central,Al-Wurud,apartment,123,2,4,5,Yes,3,No,Sale,154552.97
Riyadh,West,Al-Mousa,apartment,198,2,3,3,No,10,Yes,Sale,494996.27
Riyadh,Central,Al-Sulaimaniya,apartment,133,3,4,4,No,10,Yes,Sale,189396.41
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,270,2,2,5,No,7,Yes,Sale,733870.69
Riyadh,South,Al-Shifa,apartment,179,2,4,5,Yes,7,Yes,Sale,167512.62
Riyadh,North,Al-Sahafa,apartment,271,4,2,5,Yes,8,No,Sale,2328397.57
Riyadh,Central,Al-Murqab,apartment,264,3,1,2,No,7,No,Sale,489449.21
Riyadh,East,Al-Yarmouk,apartment,138,2,2,3,No,2,Yes,Sale,652352.59
Riyadh,East,Al-Quds,apartment,96,2,3,5,No,5,No,Sale,374118.98
Riyadh,West,Sultanah,apartment,232,2,3,4,No,5,No,Sale,743709.65
Riyadh,South,Al-Shifa,apartment,108,1,2,4,Yes,5,No,Sale,131054.52
Riyadh,East,Al-Shuhada,apartment,134,2,2,5,Yes,2,Yes,Sale,429361.03
Riyadh,South,Al-Marwah,apartment,123,3,4,5,Yes,3,Yes,Sale,127739.5
Riyadh,North,Al-Qirawan,apartment,142,1,1,5,No,2,Yes,Sale,1618688.64
Riyadh,North,Al-Qirawan,apartment,278,1,2,2,Yes,6,No,Sale,3198076.17
Riyadh,East,Al-Manar,apartment,160,4,2,5,No,9,No,Sale,551433.99
Riyadh,Central,Al-Jaradiyah,apartment,241,4,4,3,Yes,1,Yes,Sale,453720.87
Riyadh,South,Al-Dar Al-Baida,apartment,171,2,2,4,No,3,No,Sale,137602.91
Riyadh,East,Al-Shuhada,apartment,139,4,3,1,No,2,No,Sale,649361.43
Riyadh,East,Al-Quds,apartment,268,1,3,3,Yes,1,No,Sale,1012686.68
Riyadh,South,Al-Marwah,apartment,191,2,1,5,No,3,Yes,Sale,250311.17
Riyadh,South,Al-Mansourah,apartment,175,4,2,5,Yes,10,Yes,Sale,169212.79
Riyadh,North,Al-Aarid,apartment,127,2,3,3,No,7,Yes,Sale,1273477.79
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,281,4,2,1,No,7,Yes,Sale,631564.92
Riyadh,Central,Al-Murqab,apartment,109,1,4,3,Yes,10,Yes,Sale,171789.39
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,174,3,3,4,No,2,Yes,Sale,631221.61
Riyadh,North,Al-Izdihar,apartment,230,4,2,5,Yes,6,Yes,Sale,2310035.6
Riyadh,East,Al-Manar,apartment,270,3,1,4,No,4,Yes,Sale,869114.06
Riyadh,West,Al-Oraija,apartment,217,2,3,4,Yes,8,No,Sale,472795.41
Riyadh,Central,Al-Malaz,apartment,180,3,4,2,Yes,3,No,Sale,212989.49
Riyadh,East,Al-Rimal,apartment,262,1,2,1,No,4,Yes,Sale,819501.51
Riyadh,North,Al-Aqiq,apartment,169,4,1,4,Yes,9,No,Sale,1424687.83
Riyadh,West,Ad-Diriyah,apartment,199,3,2,4,Yes,5,No,Sale,776904.98
Riyadh,South,Al-Aziziyah,apartment,258,1,3,3,Yes,8,Yes,Sale,220361.77
Riyadh,Central,Al-Yamamah,apartment,127,2,3,4,No,6,Yes,Sale,228539.37
Riyadh,South,Al-Shifa,apartment,281,1,2,5,Yes,10,Yes,Sale,364363.73
Riyadh,North,Hittin,apartment,255,4,2,3,Yes,9,Yes,Sale,2132057.33
Riyadh,East,Al-Rimal,apartment,213,3,4,3,Yes,7,No,Sale,913123.89
Riyadh,North,Al-Nakheel,apartment,140,3,3,5,Yes,4,No,Sale,1130773.06
Riyadh,Central,Al-Fakheriyah,apartment,163,1,4,2,Yes,6,No,Sale,164363.59
Riyadh,West,Al-Badiyah,apartment,140,4,4,5,No,6,Yes,Sale,359543.62
Riyadh,East,Al-Manar,apartment,200,1,2,3,No,6,No,Sale,906568.24
Riyadh,East,Ishbiliyah,apartment,148,2,3,2,No,4,No,Sale,717856.66
Riyadh,Central,Al-Morouj,apartment,224,4,1,1,Yes,4,Yes,Sale,447732.64
Riyadh,South,Al-Fawaz,apartment,161,1,1,5,No,5,No,Sale,150033.18
Riyadh,South,Al-Difa,apartment,180,4,2,4,Yes,8,No,Sale,225346.79
Riyadh,Central,Al-Sulaimaniya,apartment,168,4,1,1,Yes,9,No,Sale,191364.04
Riyadh,North,Al-Jameah (University District),apartment,173,1,2,4,No,9,Yes,Sale,1270575.52
Riyadh,North,Al-Yasmeen,apartment,106,3,4,1,Yes,9,Yes,Sale,884286.72
Riyadh,East,Al-Nahda,apartment,170,2,2,3,Yes,7,Yes,Sale,842598.15
Riyadh,Central,Al-Murabba,apartment,163,2,4,2,No,5,No,Sale,263844.85
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,110,1,1,2,Yes,1,Yes,Sale,318263.25
Riyadh,East,Al-Hamra,apartment,235,4,3,2,Yes,2,Yes,Sale,941903.98
Riyadh,North,Al-Nakheel,apartment,238,4,2,5,No,4,Yes,Sale,1969414.9
Riyadh,Central,Al-Malaz,apartment,132,2,3,5,Yes,6,No,Sale,190918.45
Riyadh,South,Al-Ha’ir,apartment,171,3,4,2,Yes,8,Yes,Sale,173580.57
Riyadh,West,Namar,apartment,228,3,2,4,Yes,7,No,Sale,548900.52
Riyadh,West,Al-Huda,apartment,166,1,2,4,Yes,5,No,Sale,492312.12
Riyadh,North,Al-Falah,apartment,93,3,1,3,Yes,10,Yes,Sale,986416.79
Riyadh,North,Al-Aarid,apartment,258,3,1,4,Yes,5,Yes,Sale,2229831.46
Riyadh,East,Al-Jazirah,apartment,154,1,4,4,No,7,No,Sale,566014.21
Riyadh,Central,Al-Sulaimaniya,apartment,89,2,4,5,Yes,10,No,Sale,106710.49
Riyadh,West,Dhahret Laban,apartment,131,4,4,5,No,3,Yes,Sale,479738.15
Riyadh,North,Al-Qirawan,apartment,216,4,1,2,No,3,No,Sale,1904822.01
Riyadh,Central,Al-Murabba,apartment,149,2,3,2,No,1,No,Sale,246932.17
Riyadh,Central,Al-Fakheriyah,apartment,209,3,4,2,No,2,No,Sale,245516.54
Riyadh,East,Al-Manar,apartment,268,2,4,4,Yes,8,No,Sale,1018753.38
Riyadh,South,Al-Khalidiyah,apartment,228,3,4,1,No,2,No,Sale,241419.01
Riyadh,Central,Al-Murqab,apartment,280,1,2,5,No,9,No,Sale,526416.51
Riyadh,West,Tuwaiq,apartment,138,4,1,1,Yes,8,No,Sale,497407.05
Riyadh,South,Al-Khalidiyah,apartment,239,3,2,2,Yes,8,No,Sale,236736.9
Riyadh,South,Al-Fawaz,apartment,95,2,4,2,No,7,Yes,Sale,83116.22
Riyadh,North,Al-Aarid,apartment,235,1,2,5,Yes,10,Yes,Sale,1707358.65
Riyadh,East,Al-Manar,apartment,185,2,1,5,Yes,1,No,Sale,624087.67
Riyadh,North,Al-Izdihar,apartment,201,2,3,1,No,5,Yes,Sale,2116666.69
Riyadh,West,Al-Badiyah,apartment,281,1,2,2,Yes,6,Yes,Sale,842529.81
Riyadh,South,Al-Fawaz,apartment,93,4,3,2,No,9,Yes,Sale,132654.62
Riyadh,North,Al-Yasmeen,apartment,207,4,4,3,Yes,8,Yes,Sale,1594923.15
Riyadh,East,Al-Manar,apartment,236,3,3,5,Yes,8,Yes,Sale,951723.66
Riyadh,East,Al-Rawdah,apartment,246,4,3,5,No,1,No,Sale,1161524.04
Riyadh,East,Al-Ruwad,apartment,273,4,2,3,No,1,No,Sale,904270.82
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,260,1,2,5,Yes,10,Yes,Sale,2770781.32
Riyadh,East,Al-Ruwad,apartment,170,3,2,2,Yes,6,No,Sale,703498.62
Riyadh,South,Al-Fawaz,apartment,140,2,2,5,No,2,No,Sale,198576.41
Riyadh,East,Al-Shuhada,apartment,94,3,3,1,No,1,No,Sale,417598.46
Riyadh,East,Al-Quds,apartment,170,1,2,2,Yes,8,Yes,Sale,623138.11
Riyadh,South,Al-Aziziyah,apartment,156,4,1,1,Yes,5,No,Sale,158407.73
Riyadh,East,Al-Rimal,apartment,191,4,3,1,Yes,10,No,Sale,855723.51
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,167,1,3,1,No,6,No,Sale,1361124.75
Riyadh,East,Al-Manar,apartment,221,3,2,3,Yes,8,Yes,Sale,709431.57
Riyadh,East,Al-Sulay,apartment,250,4,1,4,No,7,No,Sale,1159115.31
Riyadh,North,Al-Jameah (University District),apartment,191,4,1,1,No,7,Yes,Sale,1734117.93
Riyadh,North,Al-Yasmeen,apartment,126,2,2,2,Yes,6,Yes,Sale,1069527.18
Riyadh,Central,Al-Maather,apartment,281,4,4,3,Yes,8,No,Sale,291463.93
Riyadh,South,Al-Fawaz,apartment,150,1,1,2,No,1,Yes,Sale,190536.92
Riyadh,South,Al-Fawaz,apartment,259,1,4,1,Yes,7,No,Sale,387509.49
Riyadh,East,Al-Munsiyah,apartment,263,4,2,4,Yes,4,No,Sale,1112011.17
Riyadh,East,Al-Munsiyah,apartment,130,2,4,5,No,3,Yes,Sale,606739.27
Riyadh,North,Al-Wadi,apartment,193,2,1,3,No,5,Yes,Sale,1353352.33
Riyadh,South,Al-Mansourah,apartment,239,4,2,5,No,6,Yes,Sale,316917.9
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,180,1,1,4,No,1,Yes,Sale,563245.99
Riyadh,North,Al-Falah,apartment,227,3,2,5,No,7,No,Sale,2568252.21
Riyadh,West,Al-Badiyah,apartment,264,4,2,1,No,1,Yes,Sale,726928.47
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,148,2,4,1,Yes,3,No,Sale,1225000.12
Riyadh,West,Al-Huda,apartment,252,2,4,5,Yes,9,No,Sale,578651.29
Riyadh,North,Al-Jameah (University District),apartment,189,3,3,5,Yes,9,Yes,Sale,1727162.71
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,199,2,3,2,No,1,Yes,Sale,592944.46
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,254,2,2,5,No,1,No,Sale,2902619.98
Riyadh,East,Al-Nahda,apartment,95,4,1,3,Yes,9,No,Sale,428272.18
Riyadh,North,Al-Nada,apartment,102,4,2,1,Yes,5,Yes,Sale,881601.02
Riyadh,West,Tuwaiq,apartment,263,4,1,4,No,3,Yes,Sale,541441.01
Riyadh,East,Al-Shuhada,apartment,203,3,2,2,Yes,5,No,Sale,1010959.46
Riyadh,East,Al-Yarmouk,apartment,190,1,1,5,No,3,Yes,Sale,607351.79
Riyadh,West,Shubra,apartment,121,2,3,1,No,6,No,Sale,389822.12
Riyadh,West,Sultanah,apartment,184,2,4,5,No,4,Yes,Sale,496828.39
Riyadh,North,Al-Nakheel,apartment,214,1,1,3,No,10,Yes,Sale,2205693.75
Riyadh,East,Al-Ruwad,apartment,118,4,3,2,No,10,No,Sale,559890.58
Riyadh,West,Al-Oraija,apartment,102,4,4,1,No,1,Yes,Sale,248114.13
Riyadh,East,Granada (Ghernata),apartment,229,1,2,1,Yes,3,No,Sale,700579.48
Riyadh,East,Al-Hamra,apartment,138,1,1,1,Yes,7,Yes,Sale,593417.44
Riyadh,West,Ad-Diriyah,apartment,202,1,2,4,No,8,No,Sale,710830.81
Riyadh,West,Namar,apartment,96,2,1,2,No,2,No,Sale,307747.71
Riyadh,West,Sultanah,apartment,255,2,1,2,Yes,10,Yes,Sale,619605.59
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,251,3,3,2,Yes,2,Yes,Sale,975360.12
Riyadh,West,Al-Suwaidi,apartment,267,2,3,1,Yes,7,No,Sale,963432.37
Riyadh,West,Sultanah,apartment,161,4,1,5,No,10,Yes,Sale,531234.56
Riyadh,South,Badr,apartment,219,4,3,2,No,8,No,Sale,257478.09
Riyadh,East,Al-Manar,apartment,252,3,1,3,Yes,5,Yes,Sale,837933.18
Riyadh,East,Al-Ruwad,apartment,143,4,2,3,No,4,Yes,Sale,641142.96
Riyadh,West,Dhahret Laban,apartment,131,4,4,2,Yes,4,No,Sale,302446.45
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,126,4,4,4,Yes,4,Yes,Sale,410592.76
Riyadh,North,Hittin,apartment,265,3,2,5,Yes,9,Yes,Sale,2125204.45
Riyadh,South,Al-Dar Al-Baida,apartment,164,4,3,1,No,10,No,Sale,198240.1
Riyadh,West,Namar,apartment,238,4,4,5,No,9,No,Sale,565465.43
Riyadh,South,Al-Difa,apartment,278,1,1,1,No,10,Yes,Sale,229562.99
Riyadh,Central,Al-Yamamah,apartment,113,2,3,5,Yes,1,No,Sale,126952.67
Riyadh,Central,Al-Wurud,apartment,123,2,2,2,No,3,No,Sale,190447.92
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,210,2,2,4,No,9,Yes,Sale,736338.18
Riyadh,Central,Al-Batha,apartment,194,2,1,1,No,4,Yes,Sale,337396.53
Riyadh,South,Al-Shifa,apartment,114,4,4,4,No,9,Yes,Sale,127372.62
Riyadh,North,Al-Falah,apartment,209,4,1,4,No,4,Yes,Sale,1499645.7
Riyadh,West,Sultanah,apartment,270,3,1,5,Yes,3,No,Sale,1046433.11
Riyadh,East,Al-Quds,apartment,267,3,1,4,Yes,10,No,Sale,1090589.8
Riyadh,South,Badr,apartment,217,4,1,1,Yes,2,No,Sale,265296.22
Riyadh,Central,Al-Murabba,apartment,97,1,3,1,No,2,No,Sale,98072.29
Riyadh,South,Al-Dar Al-Baida,apartment,204,3,4,4,Yes,9,Yes,Sale,217380.22
Riyadh,East,Al-Sulay,apartment,265,1,2,4,Yes,4,Yes,Sale,837923.73
Riyadh,South,Al-Ha’ir,apartment,136,4,3,4,No,6,No,Sale,112725.6
Riyadh,South,Al-Marwah,apartment,151,4,2,2,No,10,Yes,Sale,222265.81
Riyadh,North,Al-Wadi,apartment,267,1,3,1,Yes,2,Yes,Sale,2371020.48
Riyadh,North,Al-Yasmeen,apartment,222,2,3,2,Yes,9,No,Sale,2073744.75
Riyadh,North,Al-Nada,apartment,131,1,2,4,No,1,Yes,Sale,1306487.65
Riyadh,North,Al-Rabi,apartment,179,3,4,3,Yes,5,Yes,Sale,2107068.0
Riyadh,Central,Al-Murabba,apartment,130,2,1,1,Yes,5,Yes,Sale,251585.02
Riyadh,North,Al-Aarid,apartment,234,2,4,2,No,7,No,Sale,1786683.1
Riyadh,South,Al-Khalidiyah,apartment,248,1,1,1,No,10,Yes,Sale,330916.95
Riyadh,East,Al-Rimal,apartment,189,3,3,1,Yes,5,No,Sale,737691.33
Riyadh,East,Al-Manar,apartment,137,3,3,5,No,1,Yes,Sale,447436.92
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,266,2,4,5,No,3,Yes,Sale,2155518.55
Riyadh,Central,Al-Murqab,apartment,192,1,4,2,No,4,No,Sale,363045.56
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,168,2,3,3,Yes,9,No,Sale,1940882.11
Riyadh,East,Al-Jazirah,apartment,230,4,3,5,No,1,Yes,Sale,852750.32
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,218,3,2,4,Yes,10,No,Sale,479450.24
Riyadh,South,Al-Mansourah,apartment,246,1,3,2,Yes,7,No,Sale,220783.91
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,268,2,1,2,Yes,8,Yes,Sale,1274611.48
Riyadh,South,Al-Dar Al-Baida,apartment,145,3,1,5,No,2,No,Sale,205201.45
Riyadh,South,Al-Mansourah,apartment,220,2,3,2,Yes,6,No,Sale,187218.81
Riyadh,North,Al-Aarid,apartment,219,1,1,2,No,1,No,Sale,1574261.01
Riyadh,North,Al-Qirawan,apartment,147,1,4,3,No,3,Yes,Sale,1361128.44
Riyadh,North,Al-Jameah (University District),apartment,202,2,4,4,Yes,1,Yes,Sale,2212176.72
